RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30
102001,0,United States,country,,1204.8352434319363,1211.3929340824175,1220.36127845634,1229.453788626214,1238.7159769110324,1246.6888629393084,1252.614369675122,1256.2627621376707,1258.3188034308826,1258.8806036036772,1259.4158831755842,1259.8124062892898,1262.9622385873113,1267.935112805577,1274.3228450108988,1282.1891351403851,1290.4427782528953,1298.6974669755257,1303.5725715263984,1305.814323609044,1305.732858410131,1304.2454337332858,1303.039857234184,1302.1905799677397,1306.9200364878734,1314.6537592575287,1326.4218127592133,1336.1853940685794,1345.6302690567923,1352.815610065872,1357.8064380534454,1359.4747270470123,1359.7812021178695,1358.2965227296058,1358.115777381047,1359.0260117588155,1363.8465092769773,1371.3830262747051,1381.0431540276138,1390.7410024311316,1399.1103417884785,1406.7752519532346,1412.2969648717594,1415.5926227388395,1415.0181153546193,1414.1973571641836,1414.8319976314667,1416.9588268575467,1421.3461948831887,1427.5199430752548,1437.8746558511398,1448.076893802897,1458.037650856364,1466.13500337963,1472.1471691654242,1475.331965318204,1475.2432847411676,1473.8101712599414,1472.789045622348,1473.9832605558338,1479.1874391947867,1487.4170363209912,1495.7109929070916,1496.2862559516805,1495.1348762682046,1495.3418042668072,1500.4999561786376,1501.8705586453443,1499.2981824310707,1496.3641801882682,1495.0979019425738,1497.2520067423297,1504.2447110808926,1515.7106878656548,1531.1427049661218,1551.0270399070266,1577.1948248990623,1607.6920751737068,1639.8688609140725,1669.7001916163586,1693.8803832858655,1709.04152261025,1718.9615886402098,1728.6519499252465,1739.5529925340545,1755.2325723210897,1771.436816872322,1792.5903286433327,1813.93478443262,1836.4168870081526,1855.0643397874628,1865.7226393886597,1868.4663587345076,1864.1627927711281,1858.201789820048,1855.3163933455198,1857.480337484464,1864.522354285809,1876.7490737763217,1888.0434165255053,1900.6096309514558,1909.016529922761,1918.4981615586512,1923.9011204969984,1925.3594190229871,1922.3948833137608,1917.664949628835,1915.517544069222,1919.869715788354,1929.4311178487424,1941.8022375135863,1953.8442664995646,1965.6343424788245,1976.0028928827003,1984.2555456645782,1988.3022429528623,1989.313397703646,1985.5572925732265,1982.5184680973055
394913,1,"New York, NY",msa,NY,2255.1337933640298,2269.988689083196,2287.895855322327,2308.2491311143394,2323.4747760409723,2339.6202478790815,2349.76976409965,2359.4848354341975,2363.3970655709904,2361.7576888239278,2353.0910131477326,2344.3175016389514,2340.889187018085,2344.9858862564674,2352.7229060640257,2365.1905475853846,2379.353211294276,2394.0614360543427,2406.6490976522887,2410.6319879590797,2411.2753567916834,2403.694935372839,2398.8174386263854,2387.2266601033275,2384.0031963209017,2384.756992808701,2396.5269045991517,2410.7263539421942,2428.5281999218005,2443.2471023543867,2453.862657316293,2456.3247698535965,2454.196653959332,2440.6224743939933,2425.134695284238,2411.8912866505966,2410.243042331102,2417.306997496962,2429.913569349996,2449.5097318247485,2467.555540702741,2485.1491247882027,2497.2780903567054,2506.5525024137723,2507.1110885392445,2497.65197869782,2486.8979760786265,2476.4097987690116,2476.5587505243298,2484.8669060381912,2500.5885633590156,2517.657131953682,2538.066485028186,2559.466743502128,2575.1792007066238,2582.0967808347455,2580.309364557015,2575.202856169508,2563.60409518677,2556.170819658471,2555.5806600641413,2568.338806612021,2577.5068819027088,2571.5438957057077,2555.0630307537735,2532.3873762846038,2507.615173910562,,,2366.6963333886724,2334.877489058325,2322.1008331540934,2320.305451572458,2334.000346483314,2355.5818723269012,2383.7264247064236,2427.9076068902605,2482.2269342073832,2544.1266110296365,2603.52115499982,2651.2659448126064,2684.4276330793937,2705.6267941294154,2725.767611940423,2749.163788124444,2781.728978463539,2819.978401969212,2861.418581338864,2912.812397493898,2966.4258215518207,3015.5010814765533,3042.911503075116,3046.426290596238,3030.103103127999,3003.8523317094455,2983.399085630231,2980.16713415537,2992.9124929335135,3019.7780597893534,3053.2977725959577,3089.12244811259,3120.4217925574894,3142.4172601940663,3152.688758714363,3151.6080108539372,3136.862546991201,3113.857519358371,3097.999475344068,3101.94106411438,3120.40680155154,3150.8917802719666,3179.1078544608476,3211.9135183764047,3239.8552281324583,3257.198362856738,3262.30437175019,3251.5003156486823,3236.886436985895,3224.9689851141034
753899,2,"Los Angeles, CA",msa,CA,1814.1364862672629,1826.6765534053852,1842.4376371629198,1855.9591374912543,1870.2362477363117,1882.0584686052082,1895.8745857668098,1906.4444492206028,1916.2238461136576,1921.5422336784568,1925.9674370804162,1931.703477508794,1941.3949580212227,1953.44492821368,1965.811583238728,1975.395175363573,1989.0096328019508,2001.669066263484,2014.7792187084551,2020.7950573193214,2026.0135188759587,2027.3104535242662,2030.1941475543188,2033.146798558194,2047.328266947758,2063.352268921633,2084.8408805298222,2098.686655658759,2112.2681263454465,2121.326990735243,2131.0394433029533,2136.140898320482,2141.5142799526975,2143.1223481365896,2148.464032047042,2152.4395170150765,2163.6621719143627,2175.229965269455,2187.0283790506605,2196.052269056366,2203.906668952673,2215.398295355904,2225.6811456860505,2234.9277617293524,2239.0346191357544,2242.928730385609,2248.5650018121364,2254.283698290401,2259.8191347652332,2264.1925544784685,2275.781281071112,2286.1496197452725,2298.324184866282,2307.191501424465,2315.9834071174723,2322.56726887986,2326.3602244706744,2328.727091788489,2331.481623029212,2335.0820900295976,2342.112633727579,2346.6532289301936,2346.670297955619,2334.0632253668778,2322.1299941501907,2315.353698007909,2316.8670182083556,2317.0863317423277,2316.2372694276255,2317.396753599563,2319.3300923721386,2319.340725100424,2326.9420590050304,2336.099642885397,2351.1646343498423,2362.984298297784,2383.8740335456523,2418.6170415589295,2466.347171879657,2520.631534433454,2562.6753982751193,2588.956968203027,2604.0104824019845,2621.5525064821945,2641.3187999989736,2667.6615381207876,2692.848273303542,2723.5171660619576,2749.193340561198,2773.9923293140196,2794.1159807357103,2808.9911787569745,2814.5288542482976,2809.4380930203815,2801.2675634900065,2794.587391956517,2794.017953924057,2800.07655398286,2813.2693498725666,2825.5276945375817,2835.4027508211043,2843.645643980669,2855.981454627265,2868.147743986661,2871.10037736478,2868.153112285745,2855.181756108632,2848.8988335240874,2854.386989951527,2867.722679518051,2884.7338590554605,2895.0732136161237,2910.0411731580552,2923.3215593816503,2936.8195283671753,2942.4372876217985,2946.4656321602533,2943.561915298685,2939.907217215298
394463,3,"Chicago, IL",msa,IL,1356.9152131596302,1363.5760738840252,1372.9609154389539,1381.77588920402,1391.8531114466762,1401.0721897427513,1405.446413421901,1408.0214690069058,1403.2346140066609,1396.4835487750845,1390.2090891773082,1390.4803268745677,1397.99715729134,1407.1103323114446,1418.1407392900862,1425.3983289910077,1432.9388579508661,1440.5395977137644,1446.7261720390618,1450.221543021616,1443.5069030668421,1433.8464815018074,1422.4975741832955,1417.1630948967731,1423.2679449139544,1436.8129705300119,1454.7318148482077,1467.7892104201624,1478.9583558723928,1484.5221438910846,1486.2804421337557,1481.7421325194882,1476.022730602738,1465.3379899231938,1458.7889792644596,1456.1154919089677,1464.0567159849436,1475.1410403776908,1488.185085864271,1499.124552989234,1508.8119343084713,1517.1444399175284,1521.4957326821227,1519.5849510007888,1510.013242211026,1499.053766672574,1492.1020415461728,1493.032078866672,1501.7952752711556,1511.8902082102966,1526.6633755165872,1538.9885997015158,1550.7322847419462,1557.3286177550199,1560.4655361235975,1559.9867119343546,1555.3979178343136,1548.7965746110501,1542.1313694544297,1537.7868829617807,1546.0228476356274,1557.4871596901635,1571.5003318043878,1572.6179194167203,1571.460683365405,1568.5206602782127,1567.5868033657077,1562.008144712583,1548.172797019641,1527.6167647204647,1510.3709007984996,1502.7256928778497,1504.6480232386439,1515.5129198347636,1531.9963058317203,1557.249951103038,1583.31363035852,1608.252012014829,1627.1908386598836,1640.1935264144815,1647.5591782679082,1647.3117294114784,1647.2616344442495,1652.020717724672,1664.6455244874962,1679.8990614510662,1699.2756726312584,1722.2156870491394,1747.3023582412986,1767.366311042844,1783.5271779442185,1791.0297776589975,1792.235032677735,1788.4803860155637,1783.6208254623598,1784.0278741787176,1790.8302489595478,1804.7984933683324,1822.062764166717,1839.9269428178748,1860.5125987257309,1878.8714519511411,1891.1058959317143,1897.1912962498511,1893.9845158217327,1886.0818103950305,1877.9755165137867,1880.0210484594138,1889.7914470394003,1905.2101420187428,1919.7022081602545,1939.722270803434,1957.5497952042697,1974.7779764807435,1983.476770891872,1986.6016331985572,1984.8900290688644,1983.4796234454009,1984.738890658009
394514,4,"Dallas, TX",msa,TX,1090.919667295614,1095.9243872797958,1103.4555315917094,1115.2808538559125,1124.9874906332707,1133.2400122785275,1139.5700316911395,1143.2403134259057,1144.7142522773213,1144.715420750671,1145.7083208269528,1147.4134822221815,1149.0811635712673,1154.687869298394,1163.283452408161,1174.1550292873808,1182.516611841582,1189.3637581307278,1194.149603999611,1197.6559998593614,1198.2816292946197,1198.7256894448774,1198.6440929926775,1199.048487547949,1203.8483414814157,1209.811650022861,1222.4147429956745,1231.8392947357063,1244.2461491985468,1250.4398504365377,1255.506222066267,1256.9090843361778,1255.9882095638368,1253.7525799109324,1254.8708078769516,1255.7355334568167,1260.4143580015261,1266.4191338831404,1273.670830600905,1281.206757854605,1286.0864570691133,1294.2292694216037,1298.2574343046244,1300.5073275378475,1297.8822666226918,1299.7097669972513,1300.3964970449636,1302.9554588544768,1305.5177073367993,1310.2630137412425,1321.399125039699,1330.8579967685105,1339.8462170172877,1346.488064302436,1349.9176638696078,1352.312385045885,1351.3775237911875,1350.2166110160836,1347.9709235434061,1344.234552556131,1346.720712712188,1352.8428302702036,1361.51208215876,1361.98279969432,1360.951027173273,1361.694301337884,1366.110939935744,1370.1746698589218,1372.2638489608437,1375.2229692755518,1376.7894899940877,1380.2463391419626,1385.771604453951,1395.7552501158366,1407.0759862891273,1425.9452700581116,1451.1996090065015,1484.815943746265,1519.583976350063,1551.398628342835,1575.0854383927003,1589.2089012922052,1601.4361212034887,1611.4376274991776,1623.0821415054181,1634.7129433766797,1648.0115125916032,1667.3658927824042,1689.9386616198424,1718.747654386002,1739.7568181630604,1747.8183837600345,1743.2347145980282,1730.1864775701451,1720.4988600404176,1711.79766363763,1711.9472832683948,1714.2064416724559,1725.4124475482945,1729.5926219524945,1737.649736759901,1741.5438304217907,1749.6135654429495,1751.068186658463,1746.0808673485649,1738.826234666905,1732.4141255755887,1725.8131743123026,1722.97177241111,1721.273174032991,1726.6068405520296,1731.89496476319,1739.8916242585512,1745.8670519332659,1751.8127770325848,1754.343129312561,1750.7142766640802,1743.8741743273783,1735.8156409653313
394692,5,"Houston, TX",msa,TX,1229.410303367334,1233.129495642177,1239.8009120230981,1249.9246287758747,1259.455374253309,1267.7903998717363,1269.9432935117275,1271.255466970623,1268.7845114423085,1265.258896233002,1261.3024719700995,1258.3998766583707,1259.3593784431935,1261.9466612611561,1268.2298035182414,1272.2828675411706,1274.9624513640556,1275.8216277625029,1275.5444207824019,1273.0885651652093,1267.6948593682353,1263.931640164426,1258.8400217802975,1256.8007552386603,1257.5353712240403,1265.4888244762387,1273.7555707577403,1278.8601093028685,1286.1665315236182,1288.04148369856,1288.7785154579576,1283.7296947662414,1290.7088706306115,1298.780660195368,1309.9605907890832,1315.2034560181146,1318.5450565396861,1324.099963867242,1325.9127613471392,1332.797116739006,1335.5434561473646,1340.9854715789015,1341.0243009513072,1339.5639890934083,1335.3153225604287,1335.8288807938131,1338.1587026475756,1338.6677023868867,1339.4958243406827,1338.284669340385,1345.3269990487088,1350.2535410607984,1359.242443540495,1365.1191839623646,1368.8376929053768,1368.1614283661813,1365.0094128011885,1364.326690152407,1364.2747799370582,1367.5996873304027,1370.4328437301428,1377.1590048394507,1382.4979939907514,1379.7759479384363,1372.6660168145888,1367.0066561765595,1370.8655909067668,1376.0251248642617,1377.0710715569621,1379.3097475037473,1381.1863099401812,1382.2909981494945,1384.1060049925547,1384.8146605888023,1392.8998379835866,1405.5779483448594,1427.2942898885915,1455.089000836359,1481.038439110375,1504.903601966736,1518.4584768870368,1526.1132499578944,1530.1501968548832,1534.4317031362439,1541.3840664824122,1551.5537561736326,1562.341780074097,1575.4537491070632,1587.7496053660623,1603.1133797474413,1615.1860673451217,1621.6613250752341,1619.3751649185815,1614.0059351984628,1607.7451880220608,1606.2735329943343,1610.17646635242,1618.3641193687652,1630.385480084822,1636.5625352608627,1646.5123747631121,1654.1423577364471,1661.0992873294288,1661.7488539549793,1656.894414932462,1651.0580816324625,1645.8700849611348,1645.0452837356215,1649.5427008224597,1656.167339643837,1662.2715679589635,1670.8622212365992,1680.5258614723052,1690.1737038285742,1695.0820406702996,1697.6112748300511,1698.2538405253124,1696.6451832183072,1691.7041043179786
395209,6,"Washington, DC",msa,VA,1711.7385642108318,1718.5546114992478,1729.9535156374018,1738.1746570923635,1747.4856511090804,1754.4256992713358,1758.6349360994086,1756.3699863776835,1755.5320707226665,1750.5991516423198,1750.188904202204,1745.833153371431,1749.5523663762526,1752.8729712889915,1761.2023272192384,1768.861789532683,1778.091609884042,1784.6784374511833,1788.545562630443,1789.1651884856672,1785.449790020161,1779.765929273487,1774.2697599710202,1771.0575428251082,1776.6128414548928,1787.9957141896482,1802.1205082530632,1812.914868937402,1819.6153780738666,1826.9892717342343,1830.1186683340197,1829.7879972494738,1827.3728300585344,1822.4013470032787,1816.5337391803484,1812.6152470999,1815.3939339849023,1822.3027471630346,1834.7684582446243,1846.553547713111,1858.073111298532,1866.5004914639126,1872.188753827526,1876.2859675762177,1871.482920405055,1868.9997588580102,1869.7824717413657,1874.8024287606133,1879.1735221647746,1884.9039173650483,1894.366504394903,1905.635726697249,1916.6299784713392,1925.9335460136488,1931.3135714979062,1932.7820716527415,1932.445591041808,1926.3305935456592,1920.2489661794687,1920.6509032153922,1929.5157619896788,1938.7569502646963,1948.131989429649,1946.8053864564054,1944.1808807100672,1937.59915030257,1936.0696653172993,1931.5927512850608,1917.8035266441677,1900.4438309268598,1880.3448332395662,1869.9672513542935,1871.5906771581865,1879.8465976850846,1890.2820996798378,1905.1612749260712,1933.021371340086,1970.5685824747995,2008.8682795300099,2040.3220804440095,2059.596515786243,2069.522271024623,2070.2979640889107,2070.713012201788,2072.437663261291,2083.812953421029,2102.485870199513,2126.2558822412525,2151.900238355459,2177.3355048562953,2201.872524236381,2213.457173624053,2213.585047759656,2197.6547511770714,2180.886603719204,2168.3474231362466,2170.6186141955136,2183.2082622577163,2206.2732887544685,2222.043517707453,2240.144953184825,2251.671102846307,2268.119733075267,2278.044709340348,2281.226921875666,2277.6277647261686,2270.3845179908444,2263.7982021849652,2269.267569072659,2285.7475800316565,2309.54906056428,2329.295498483039,2347.1290005334163,2365.897538577628,2381.806738130418,2390.0518055533976,2389.8486413251126,2379.846902817337,2372.4783579569744
394974,7,"Philadelphia, PA",msa,PA,1226.5619215354561,1233.2622239216212,1245.7973258652373,1252.594698124496,1258.1962198090882,1261.1631917735203,1263.3372672951314,1264.2764583701671,1263.6586293050823,1262.9650783022166,1259.0197836466782,1255.3142402634694,1256.182919027812,1264.6433294383714,1274.3719959469763,1283.4377837608033,1289.5856520194732,1296.690631952085,1297.9535967807344,1297.4392090081085,1294.5257804777673,1292.8393461528444,1295.3010210772293,1295.1064582867946,1299.6983385003705,1305.2931717743925,1316.9878589564946,1325.3562404224708,1331.2372166552611,1332.3004386465532,1333.0478966553223,1333.2119994281834,1332.8354388275854,1332.0224631230142,1330.7269560359466,1333.3276115471922,1336.7472635917009,1344.6482852116128,1355.5597826275,1365.5205930993613,1374.257382951488,1377.8484552304408,1378.6152604902784,1377.642957301026,1376.367014474175,1378.2763036142699,1381.9146408865884,1382.08230694416,1386.4142654155125,1393.112803264752,1407.1731978447265,1417.9872804726535,1424.7699456927608,1431.8281605667278,1435.1720313317057,1435.4583958917485,1431.7554046720018,1431.0255830527947,1431.0595413969393,1434.4296213900525,1437.792188890455,1448.9151751832592,1458.9268535115527,1463.0585367812391,1462.920826239535,1463.457983066552,1469.037641351391,1469.1530990917875,1468.723232332014,1467.6988124360682,1469.6969288799917,1473.3456411404602,1478.084395554317,1484.8690596116369,1492.7914478978864,1508.3018370561804,1529.8470682116624,1551.1462516415074,1570.8094984858856,1587.7729540844025,1596.8389479434866,1606.391637172942,1614.728478942639,1631.8354247522368,1642.1010078066474,1653.711613040677,1664.036304985484,1678.4122922922304,1692.8465293878783,1708.0076308490484,1721.1202457036816,1727.7164380660847,1729.0223942115729,1724.2576836728058,1721.8929952038952,1718.297341696634,1722.2639288977373,1724.6671051080355,1735.9854337986376,1744.9756753487559,1756.4698901305906,1761.704007716539,1770.4051580141977,1777.5152336398362,1786.287381217523,1789.4932729740556,1790.0683861994646,1787.220132149473,1788.656531570651,1796.7905362013958,1806.6750592123597,1815.1883657057567,1822.309321882033,1831.3947357553445,1840.6705143242466,1848.5452688149223,1853.3530660116046,1857.181166790117,1858.912811313273
394856,8,"Miami, FL",msa,FL,1491.0693253147494,1497.1611198942217,1502.3400742745782,1509.332249975241,1518.0737688488052,1527.1312959665952,1536.478290024943,1543.8512094114012,1555.1080085763258,1562.873094995571,1572.6583709671481,1575.3703013453128,1579.3695380977447,1580.8159297287223,1584.4836817934333,1584.9949303022843,1584.4949458737428,1583.758807888707,1586.4812828275549,1589.3891340293426,1594.7181254255804,1597.7749263982835,1601.8821155173102,1601.815610862149,1606.6369408461906,1610.067134533637,1617.631145956841,1620.099830992527,1622.538359502051,1625.4490120061014,1631.0539762060778,1638.4473830980724,1645.472381032526,1650.669994390988,1652.5006123191067,1653.3172522031698,1655.59817128153,1658.5754973486814,1662.4132382293587,1666.2137921198353,1670.7322118062104,1676.2202974111294,1682.47802269912,1688.9985311303572,1693.8235841494004,1700.2541036695616,1707.2239126840732,1712.7952802837715,1712.7529814723077,1711.2366797181903,1712.3895354685994,1716.0675001565771,1721.2645026750436,1725.6397057952013,1730.7815351255515,1735.5176426281014,1741.673962455361,1750.5121240014853,1760.4481093927188,1767.4890788213863,1770.2286101729958,1773.7049364721906,1774.3194376259867,1767.9348898415926,1758.066975956141,1756.855412365455,1762.3434981853738,1768.2912909666093,1773.805503782922,1786.8768681885406,1805.372794792413,1821.1692528846825,1836.2946969416168,1858.9236537201898,1887.8656078102108,1922.7711303460394,1963.1497899185185,,,2146.884769117036,2206.5081505586154,2251.562811735632,2297.4008580790555,2344.952198569028,2388.001978214392,2422.4447873627796,2460.201699878712,2500.6842958084057,2540.1297382145804,2567.1633403847545,2587.7337697698613,2596.622757338159,2605.266479746232,2608.45702185271,2616.0741366860298,2620.4324787713676,2621.023626043858,2622.77174804308,2627.754142887928,2635.6763635148627,2643.622490837082,2649.853148114612,2655.781614303808,2661.113877169408,2666.4998727650204,2675.305967629125,2681.0999176265263,2678.768892644622,2678.2966078938234,2685.911593310758,2697.90997210772,2708.161793743701,2709.7627749873286,2713.5606107423837,2718.6436743631534,2725.2404763872887,2732.426298955326,2733.384340552619,2735.1223455478557
394347,9,"Atlanta, GA",msa,GA,1035.7472699214534,1041.0364988808356,1044.5285445849847,1054.829222762876,1062.732597536008,1074.3254310788036,1080.5762201129355,1084.0947484837473,1084.831903466885,1085.3519694847364,1086.4029423474583,1089.9136803053864,1093.9832765724666,1101.10445649505,1108.5050054025285,1116.114213835271,1124.9136718665593,1133.8851365285786,1142.8016505498053,1147.0472532635888,1147.435524627081,1147.4743265893026,1147.8333177035602,1149.9778400524085,1154.4019649604718,1162.6256780219821,1174.4041746696632,1186.2876972231888,1198.773049822679,1209.2540006246054,1218.1543999271958,1222.0822452196326,1224.549684712683,1221.8653689927237,1223.6770247545348,1225.0215043984451,1232.4411689845074,1240.4389742315973,1252.0745332076408,1264.2571884744116,1275.354508646246,1283.9802037344068,1289.604534535541,1292.6986007381918,1293.1525013766975,1298.4606845789883,1303.5481210690396,1308.8873606603229,1314.694121199439,1322.4298370133579,1335.028450777364,1345.8535767130575,1356.1774781899644,1364.8632305826486,1369.92560295085,1374.321437374384,1376.5362338847603,1376.0466697707552,1373.491782573066,1373.3743244871257,1378.194660555292,1386.7203556162672,1394.8032704941568,1397.7416060710661,1401.1316339580649,1408.57455355705,1423.9628566717695,1437.5850649400847,1447.2775386895526,1454.3267090743955,1460.2684057568845,1466.7602242814514,1478.541497327967,1495.4990900291677,1514.8245522308735,1537.772563395473,1567.0242702692083,1606.6951826515153,1649.915323970839,1693.3072098482442,1724.703681428196,1744.1310548802724,1751.0389980708048,1754.8475392411895,1758.7474885064507,1765.96020488774,1778.2547620420448,1791.7507850831237,1811.0718791304178,1831.9316479079803,1855.999732107842,1868.248581120747,1870.8936879031312,1861.2031872630641,1851.4117305017105,1847.330638235703,1846.523463677323,1852.196830746171,1862.15030403217,1869.8635959554124,1875.8655162298799,1876.1581513757617,1880.4876210089085,1880.4934042949194,1878.1039881644804,1867.4099901773452,1854.8377383525747,1846.708323993333,1852.448862684764,1865.4264525607384,1873.1064774282838,1878.8195489537572,1885.0669970668487,1893.1644896382004,1898.4538158523721,1896.7268434872688,1899.6238875295644,1894.7086351548094,1889.9902924211653
